synid,class_name,urls,flickr_urls
n11621727,white fir,1087,248
n11621950,balsam fir,1108,109
n11622184,Fraser fir,1072,143
n11622368,lowland fir,1041,175
n11622591,Alpine fir,1068,71
n11622771,Santa Lucia fir,519,20
n11623105,cedar,1334,672
n11623815,cedar of Lebanon,783,248
n11623967,deodar,1157,284
n11624192,Atlas cedar,1050,126
n11624531,spruce,1240,623
n11625003,Norway spruce,1213,281
n11625223,weeping spruce,670,47
n11625391,Engelmann spruce,401,18
n11625632,white spruce,1207,279
n11625804,black spruce,1205,640
n11626010,Siberian spruce,146,2
n11626152,Sitka spruce,1176,616
n11626409,oriental spruce,855,33
n11626585,Colorado spruce,1114,218
n11626826,red spruce,1379,506
n11627168,hemlock,1237,752
n11627512,eastern hemlock,1115,379
n11627714,Carolina hemlock,258,19
n11627908,mountain hemlock,832,155
n11628087,western hemlock,1117,156
n11628456,douglas fir,1257,751
n11628793,green douglas fir,1119,566
n11629047,big-cone spruce,221,3
n11629354,Cathaya,97,1
n11630017,cedar,1164,712
n11630489,cypress,167,82
n11631159,gowen cypress,48,0
n11631405,pygmy cypress,75,4
n11631619,Santa Cruz cypress,81,2
n11631854,Arizona cypress,840,22
n11631985,Guadalupe cypress,115,35
n11632167,Monterey cypress,1060,890
n11632376,Mexican cypress,437,26
n11632619,Italian cypress,1096,202
n11632929,King William pine,64,3
n11633284,Chilean cedar,134,17
n11634736,incense cedar,1114,465
n11635152,southern white cedar,1107,240
n11635433,Oregon cedar,1195,161
n11635830,yellow cypress,546,24
n11636204,Japanese cedar,809,440
n11636835,juniper berry,992,733
n11639084,incense cedar,275,82
n11639306,kawaka,62,1
n11639445,pahautea,541,527
n11640132,metasequoia,1172,315
n11643835,arborvitae,1156,172
n11644046,western red cedar,1123,430
n11644226,American arborvitae,1104,116
n11644462,Oriental arborvitae,1135,45
n11644872,hiba arborvitae,166,18
n11645163,keteleeria,38,2
n11645590,Wollemi pine,675,276
n11645914,araucaria,1202,778
n11646167,monkey puzzle,1246,799
n11646344,norfolk island pine,516,110
n11646517,new caledonian pine,403,42
n11646694,bunya bunya,1362,521
n11646955,hoop pine,341,78
n11647306,kauri pine,520,111
n11647703,kauri,1236,846
n11647868,amboina pine,100,2
n11648039,dundathu pine,364,62
n11648268,red kauri,170,9
n11648776,plum-yew,76,13
n11649150,California nutmeg,394,18
n11649359,stinking cedar,425,161
n11649878,celery pine,183,14
n11650160,celery top pine,76,7
n11650307,tanekaha,55,2
n11650430,Alpine celery pine,126,4
n11650558,yellowwood,907,187
n11650759,gymnospermous yellowwood,10,0
n11652039,podocarp,310,89
n11652217,yacca,250,28
n11652376,brown pine,503,240
n11652578,cape yellowwood,11,0
n11652753,South-African yellowwood,147,3
n11652966,alpine totara,166,5
n11653126,totara,359,80
n11653570,common yellowwood,176,8
n11653904,kahikatea,542,95
n11654293,rimu,498,205
n11654438,tarwood,7,0
n11654984,common sickle pine,134,1
n11655152,yellow-leaf sickle pine,29,0
n11655592,tarwood,7,0
n11655974,westland pine,725,329
n11656123,huon pine,495,218
n11656549,Chilean rimu,9,2
n11656771,mountain rimu,6,1
n11657585,nagi,365,14
n11658331,miro,1141,447
n11658544,matai,1015,434
n11658709,plum-fruited yew,72,2
n11659248,Prince Albert yew,38,3
n11659627,Sundacarpus amara,16,0
n11660300,Japanese umbrella pine,677,56
n11661372,yew,1179,657
n11661909,Old World yew,636,200
n11662128,Pacific yew,284,8
n11662371,Japanese yew,579,30
n11662585,Florida yew,218,8
n11662937,New Caledonian yew,240,4
n11663263,white-berry yew,18,0
n11664418,ginkgo,1185,913
n11665372,angiosperm,1461,1452
n11666854,dicot,1208,717
n11668117,monocot,340,169
n11669786,floret,1521,1414
n11669921,flower,1924,971
n11672269,bloomer,1155,643
n11672400,wildflower,796,769
n11674019,apetalous flower,2,0
n11674332,inflorescence,424,365
n11675025,rosebud,1336,1134
n11675404,gynostegium,28,6
n11675738,pollinium,8,1
n11676500,pistil,1408,1407
n11676743,gynobase,12,2
n11676850,gynophore,137,14
n11677485,stylopodium,17,2
n11677902,carpophore,319,100
n11678010,cornstalk,1226,885
n11678299,petiolule,107,1
n11678377,mericarp,2,1
n11679378,micropyle,32,4
n11680457,germ tube,7,0
n11680596,pollen tube,566,421
n11682659,gemma,613,304
n11683216,galbulus,21,1
n11683838,nectary,169,86
n11684264,pericarp,7,0
n11684499,epicarp,14,0
n11684654,mesocarp,218,6
n11685091,pip,183,138
n11685621,silique,196,76
n11686195,cataphyll,3,0
n11686652,perisperm,44,3
n11686780,monocarp,18,8
n11686912,sporophyte,504,168
n11687071,gametophyte,13,7
n11687432,megasporangium,3,0
n11687789,microspore,432,16
n11687964,microsporangium,11,0
n11688069,microsporophyll,146,15
n11688378,archespore,3,0
n11689197,bonduc nut,3,0
n11689367,Job's tears,43,4
n11689483,oilseed,463,299
n11689678,castor bean,56,13
n11689815,cottonseed,164,10
n11689957,candlenut,6,1
n11690088,peach pit,132,102
n11690254,hypanthium,943,196
n11690455,petal,1395,1272
n11691046,corolla,1337,650
n11691857,lip,1251,1012
n11692265,perianth,1229,482
n11692792,thistledown,637,395
n11693981,custard apple,604,301
n11694300,cherimoya,349,54
n11694469,ilama,184,14
n11694664,soursop,521,143
n11694866,bullock's heart,190,32
n11695085,sweetsop,332,64
n11695285,pond apple,105,19
n11695599,pawpaw,1041,352
n11695974,ilang-ilang,722,185
n11696450,lancewood,228,41
n11696935,Guinea pepper,39,1
n11697560,barberry,315,301
n11697802,American barberry,109,3
n11698042,common barberry,581,69
n11698245,Japanese barberry,70,1
n11699442,Oregon grape,879,456
n11699751,Oregon grape,429,238
n11700058,mayapple,1203,935
n11700279,May apple,40,23
n11700864,allspice,347,43
n11701066,Carolina allspice,712,135
n11701302,spicebush,107,69
n11702713,katsura tree,385,73
n11703669,laurel,1122,843
n11704093,true laurel,1075,438
n11704620,camphor tree,767,232
n11704791,cinnamon,52,26
n11705171,cassia,1098,678
n11705387,cassia bark,847,27
n11705573,Saigon cinnamon,13,1
n11705776,cinnamon bark,581,108
n11706325,spicebush,144,61
n11706761,avocado,528,197
n11706942,laurel-tree,233,40
n11707229,sassafras,776,290
n11707827,California laurel,490,314
n11708658,anise tree,291,38
n11708857,purple anise,103,26
n11709045,star anise,37,14
n11709205,star anise,866,467
n11709674,magnolia,1245,953
n11710136,southern magnolia,1045,581
n11710393,umbrella tree,1160,502
n11710658,earleaved umbrella tree,18,0
n11710827,cucumber tree,532,88
n11710987,large-leaved magnolia,42,4
n11711289,saucer magnolia,345,275
n11711537,star magnolia,1152,749
n11711764,sweet bay,927,153
n11711971,manglietia,15,1
n11712282,tulip tree,1009,635
n11713164,moonseed,36,3
n11713370,common moonseed,237,6
n11713763,Carolina moonseed,54,8
n11714382,nutmeg,603,186
n11715430,water nymph,1768,1673
n11715678,European white lily,1273,457
n11716698,southern spatterdock,13,0
n11717399,lotus,273,244
n11717577,water chinquapin,539,139
n11718296,water-shield,201,8
n11718681,water-shield,2,1
n11719286,peony,1275,1234
n11720353,buttercup,1244,1152
n11720643,meadow buttercup,1480,1041
n11720891,water crowfoot,614,181
n11721337,lesser celandine,678,345
n11721642,lesser spearwort,431,55
n11722036,greater spearwort,394,48
n11722342,western buttercup,237,42
n11722466,creeping buttercup,794,236
n11722621,cursed crowfoot,378,142
n11722982,aconite,745,190
n11723227,monkshood,1297,431
n11723452,wolfsbane,265,50
n11723770,baneberry,955,221
n11723986,baneberry,413,158
n11724109,red baneberry,1071,470
n11724660,pheasant's-eye,229,24
n11725015,anemone,1306,1134
n11725311,Alpine anemone,529,156
n11725480,Canada anemone,733,253
n11725623,thimbleweed,364,108
n11725821,wood anemone,1199,795
n11725973,wood anemone,1260,1069
n11726145,longheaded thimbleweed,12,0
n11726269,snowdrop anemone,979,105
n11726433,Virginia thimbleweed,264,24
n11726707,rue anemone,1014,308
n11727091,columbine,1176,1047
n11727358,meeting house,1017,559
n11727540,blue columbine,1146,844
n11727738,granny's bonnets,1205,536
n11728099,marsh marigold,1659,1042
n11728769,American bugbane,92,8
n11728945,black cohosh,673,45
n11729142,fetid bugbane,52,0
n11729478,clematis,142,70
n11729860,pine hyacinth,66,2
n11730015,blue jasmine,427,48
n11730458,golden clematis,426,11
n11730602,scarlet clematis,605,25
n11730750,leather flower,169,141
n11730933,leather flower,300,49
n11731157,virgin's bower,210,76
n11731659,purple clematis,1255,1017
n11732052,goldthread,92,12
n11732567,rocket larkspur,929,80
n11733054,delphinium,1309,1115
n11733312,larkspur,1116,605
n11733548,winter aconite,1347,454
n11734493,lenten rose,281,41
n11734698,green hellebore,436,186
n11735053,hepatica,1636,1122
n11735570,goldenseal,384,351
n11735977,false rue anemone,228,30
n11736362,giant buttercup,38,5
n11736694,nigella,1192,977
n11736851,love-in-a-mist,1122,673
n11737009,fennel flower,244,172
n11737125,black caraway,294,36
n11737534,pasqueflower,1216,765
n11738547,meadow rue,381,102
n11738997,false bugbane,6,0
n11739365,globeflower,390,224
n11739978,winter's bark,205,27
n11740414,pepper shrub,9,1
n11741175,sweet gale,265,10
n11741350,wax myrtle,98,2
n11741575,bay myrtle,114,4
n11741797,bayberry,411,106
n11742310,sweet fern,179,78
n11742878,corkwood,74,5
n11744011,jointed rush,84,10
n11744108,toad rush,232,49
n11744471,slender rush,290,23
n11745817,zebrawood,451,29
n11746600,Connarus guianensis,3,0
n11747468,legume,25,15
n11748002,legume,357,216
n11748811,peanut,702,365
n11749112,granadilla tree,43,2
n11749603,arariba,4,0
n11750173,tonka bean,32,7
n11750508,courbaril,237,48
n11750989,melilotus,35,7
n11751765,darling pea,133,15
n11751974,smooth darling pea,21,4
n11752578,clover,18,13
n11752798,alpine clover,437,59
n11752937,hop clover,531,94
n11753143,crimson clover,999,511
n11753355,red clover,1482,1279
n11753562,buffalo clover,144,8
n11753700,white clover,1414,772
n11754893,mimosa,985,583
n11756092,acacia,517,306
n11756329,shittah,22,0
n11756669,wattle,1064,830
n11756870,black wattle,736,164
n11757017,gidgee,173,5
n11757190,catechu,296,36
n11757653,silver wattle,1165,702
n11757851,huisache,1091,754
n11758122,lightwood,983,121
n11758276,golden wattle,615,151
n11758483,fever tree,766,385
n11758799,coralwood,1040,535
n11759224,albizzia,1003,337
n11759404,silk tree,966,521
n11759609,siris,265,39
n11759853,rain tree,1130,693
n11760785,calliandra,1423,1114
n11761202,conacaste,706,145
n11761650,inga,478,229
n11761836,ice-cream bean,101,7
n11762018,guama,189,46
n11762433,lead tree,794,173
n11762927,wild tamarind,241,31
n11763142,sabicu,2,1
n11763625,nitta tree,7,0
n11763874,Parkia javanica,23,0
n11764478,manila tamarind,33,10
n11764814,cat's-claw,96,2
n11765568,honey mesquite,355,24
n11766046,algarroba,8,3
n11766189,screw bean,98,15
n11766432,screw bean,2,0
n11767354,dogbane,232,38
n11767877,Indian hemp,325,29
n11768816,bushman's poison,22,1
n11769176,impala lily,1351,588
n11769621,allamanda,1430,746
n11769803,common allamanda,1373,606
n11770256,dita,713,315
n11771147,Nepal trumpet flower,279,15
n11771539,carissa,13,3
n11771746,hedge thorn,226,12
n11771924,natal plum,351,23
n11772408,periwinkle,1367,812
n11772879,ivory tree,660,245
n11773408,white dipladenia,75,3
n11773628,Chilean jasmine,163,5
n11773987,oleander,1355,786
n11774513,frangipani,1436,1056
n11774972,West Indian jasmine,304,26
n11775340,rauwolfia,131,7
n11775626,snakewood,2,1
n11776234,Strophanthus kombe,5,4
n11777080,yellow oleander,587,108
n11778092,myrtle,35,10
n11778257,large periwinkle,1422,501
n11779300,arum,1343,963
n11780148,cuckoopint,1387,1124
n11780424,black calla,119,69
n11781176,calamus,638,69
n11782036,alocasia,917,530
n11782266,giant taro,361,32
n11782761,amorphophallus,1413,1100
n11782878,pungapung,15,3
n11783162,devil's tongue,67,9
n11783920,anthurium,1460,1227
n11784126,flamingo flower,1114,449
n11784497,jack-in-the-pulpit,1424,1312
n11785276,friar's-cowl,175,19
n11785668,caladium,1325,849
n11785875,Caladium bicolor,312,14
n11786131,wild calla,1236,1148
n11786539,taro,1395,645
n11786843,taro,19,5
n11787190,cryptocoryne,19,1
n11788039,dracontium,97,4
n11788727,golden pothos,1296,393
n11789066,skunk cabbage,1241,827
n11789438,monstera,37,18
n11789589,ceriman,788,75
n11789962,nephthytis,413,23
n11790089,Nephthytis afzelii,1,0
n11790788,arrow arum,64,7
n11790936,green arrow arum,136,6
n11791341,philodendron,652,165
n11791569,pistia,809,169
n11792029,pothos,1300,452
n11792341,spathiphyllum,1148,580
n11792742,skunk cabbage,1213,850
n11793403,yautia,291,31
n11793779,calla lily,1330,1097
n11794024,pink calla,781,579
n11794139,golden calla,194,58
n11794519,duckweed,692,373
n11795049,common duckweed,724,221
n11795216,star-duckweed,5,2
n11795580,great duckweed,180,27
n11796005,watermeal,43,6
n11796188,common wolffia,20,2
n11797321,aralia,704,215
n11797508,American angelica tree,111,5
n11797981,American spikenard,130,9
n11798270,bristly sarsaparilla,45,4
n11798496,Japanese angelica tree,81,1
n11798688,Chinese angelica,15,0
n11798978,ivy,79,30
n11799331,puka,95,3
n11799732,ginseng,88,63
n11800236,ginseng,620,264
n11800565,umbrella tree,188,95
n11801392,birthwort,361,15
n11801665,Dutchman's-pipe,410,9
n11801891,Virginia snakeroot,577,174
n11802410,Canada ginger,179,23
n11802586,heartleaf,553,356
n11802800,heartleaf,546,186
n11802995,asarabacca,148,3
n11805255,caryophyllaceous plant,71,2
n11805544,corn cockle,1032,201
n11805956,sandwort,824,280
n11806219,mountain sandwort,1139,796
n11806369,pine-barren sandwort,35,8
n11806521,seabeach sandwort,199,1
n11806679,rock sandwort,476,17
n11806814,thyme-leaved sandwort,351,14
n11807108,mouse-ear chickweed,1247,455
n11807525,snow-in-summer,1225,714
n11807696,Alpine mouse-ear,260,28
n11807979,pink,1152,1016
n11808299,sweet William,1156,694
n11808468,carnation,1260,1222
n11808721,china pink,1193,526
n11808932,Japanese pink,1072,714
n11809094,maiden pink,1084,178
n11809271,cheddar pink,649,96
n11809437,button pink,506,292
n11809594,cottage pink,1142,962
n11809754,fringed pink,443,192
n11810030,drypis,18,2
n11810358,baby's breath,1198,1024
n11811059,coral necklace,372,308
n11811473,lychnis,1242,496
n11811706,ragged robin,1120,463
n11811921,scarlet lychnis,694,201
n11812094,mullein pink,1013,405
n11812910,sandwort,1041,191
n11813077,sandwort,790,165
n11814584,soapwort,1503,315
n11814996,knawel,74,1
n11815491,silene,1852,984
n11815721,moss campion,1086,299
n11815918,wild pink,1075,917
n11816121,red campion,1156,604
n11816336,white campion,1316,651
n11816649,fire pink,1015,524
n11816829,bladder campion,1334,617
n11817160,corn spurry,209,25
n11817501,sand spurry,189,24
n11817914,chickweed,826,248
n11818069,common chickweed,1135,321
n11818636,cowherb,344,20
n11819509,Hottentot fig,812,51
n11819912,livingstone daisy,1013,98
n11820965,fig marigold,724,166
n11821184,ice plant,1342,1137
n11822300,New Zealand spinach,248,25
n11823043,amaranth,21,7
n11823305,amaranth,14,11
n11823436,tumbleweed,505,365
n11823756,prince's-feather,416,101
n11824146,pigweed,903,37
n11824344,thorny amaranth,150,8
n11824747,alligator weed,180,11
n11825351,cockscomb,1214,748
n11825749,cottonweed,10,2
n11826198,globe amaranth,974,502
n11826569,bloodleaf,200,27
n11827541,saltwort,267,16
n11828577,lamb's-quarters,460,61
n11828973,good-king-henry,293,136
n11829205,Jerusalem oak,210,7
n11829672,oak-leaved goosefoot,14,0
n11829922,sowbane,152,68
n11830045,nettle-leaved goosefoot,68,6
n11830252,red goosefoot,217,11
n11830400,stinking goosefoot,220,2
n11830714,orach,82,2
n11830906,saltbush,996,50
n11831100,garden orache,120,54
n11831297,desert holly,243,15
n11831521,quail bush,15,0
n11832214,beet,535,528
n11832480,beetroot,764,391
n11832671,chard,45,15
n11832899,mangel-wurzel,41,10
n11833373,winged pigweed,35,2
n11833749,halogeton,8,0
n11834272,glasswort,397,83
n11834654,saltwort,1245,47
n11834890,Russian thistle,20,16
n11835251,greasewood,117,2
n11836327,scarlet musk flower,127,10
n11836722,sand verbena,914,356
n11837204,sweet sand verbena,28,3
n11837351,yellow sand verbena,200,46
n11837562,beach pancake,15,5
n11837743,beach sand verbena,270,60
n11837970,desert sand verbena,691,264
n11838413,trailing four o'clock,139,19
n11838916,bougainvillea,1435,1340
n11839460,umbrellawort,41,1
n11839568,four o'clock,1149,765
n11839823,common four-o'clock,1102,324
n11840067,California four o'clock,603,53
n11840246,sweet four o'clock,399,21
n11840476,desert four o'clock,427,63
n11840764,mountain four o'clock,131,4
n11841247,cockspur,370,65
n11843441,rattail cactus,416,22
n11844371,saguaro,1359,1246
n11844892,night-blooming cereus,1505,1172
n11845557,echinocactus,1336,714
n11845793,hedgehog cactus,1334,695
n11845913,golden barrel cactus,1361,27
n11846312,hedgehog cereus,291,5
n11846425,rainbow cactus,56,33
n11846765,epiphyllum,616,534
n11847169,barrel cactus,1265,878
n11848479,night-blooming cereus,1701,1349
n11848867,chichipe,347,12
n11849271,mescal,436,127
n11849467,mescal button,605,546
n11849871,mammillaria,1454,1037
n11849983,feather ball,835,18
n11850521,garambulla,537,15
n11850918,Knowlton's cactus,66,0
n11851258,nopal,1122,843
n11851578,prickly pear,1308,1239
n11851839,cholla,1202,740
n11852028,nopal,839,497
n11852148,tuna,44,13
n11852531,Barbados gooseberry,26,0
n11853079,mistletoe cactus,58,3
n11853356,Christmas cactus,1423,1208
n11853813,night-blooming cereus,1388,1052
n11854479,crab cactus,780,279
n11855274,pokeweed,780,363
n11855435,Indian poke,70,6
n11855553,poke,545,283
n11855842,ombu,484,229
n11856573,bloodberry,23,10
n11857696,portulaca,370,295
n11857875,rose moss,1342,902
n11858077,common purslane,488,87
n11858703,rock purslane,131,11
n11858814,red maids,265,123
n11859275,Carolina spring beauty,485,87
n11859472,spring beauty,1045,696
n11859737,Virginia spring beauty,819,305
n11860208,siskiyou lewisia,409,90
n11860555,bitterroot,942,314
n11861238,broad-leaved montia,9,0
n11861487,blinks,68,4
n11861641,toad lily,1019,462
n11861853,winter purslane,526,184
n11862835,flame flower,595,466
n11863467,pigmy talinum,25,2
n11863877,jewels-of-opar,230,54
n11865071,caper,40,8
n11865276,native pomegranate,187,6
n11865429,caper tree,133,5
n11865574,caper tree,60,4
n11865874,common caper,704,238
n11866248,spiderflower,1295,752
n11866706,Rocky Mountain bee plant,196,35
n11867311,clammyweed,84,12
n11868814,crucifer,161,7
n11869351,cress,267,108
n11869689,watercress,488,240
n11870044,stonecress,226,6
n11870418,garlic mustard,1002,330
n11870747,alyssum,1213,471
n11871059,rose of Jericho,1,0
n11871496,Arabidopsis thaliana,96,5
n11871748,Arabidopsis lyrata,5,1
n11872146,rock cress,613,69
n11872324,sicklepod,1,0
n11872658,tower mustard,157,13
n11873182,horseradish,168,80
n11873612,winter cress,340,76
n11874081,yellow rocket,908,223
n11874423,hoary alison,328,24
n11874878,buckler mustard,3,0
n11875523,wild cabbage,505,148
n11875691,cabbage,1222,660
n11875938,head cabbage,896,150
n11876204,savoy cabbage,733,175
n11876432,brussels sprout,1237,574
n11876634,cauliflower,931,626
n11876803,broccoli,790,674
n11877193,collard,803,538
n11877283,kohlrabi,521,199
n11877473,turnip plant,37,10
n11877646,turnip,642,424
n11877860,rutabaga,166,35
n11878101,broccoli raab,513,158
n11878283,mustard,355,333
n11878633,chinese mustard,134,82
n11879054,bok choy,1256,642
n11879722,rape,1261,820
n11879895,rapeseed,1501,1477
n11881189,shepherd's purse,444,100
n11882074,lady's smock,1358,854
n11882237,coral-root bittercress,176,28
n11882426,crinkleroot,1178,247
n11882636,American watercress,70,4
n11882821,spring cress,135,19
n11882972,purple cress,21,5
n11883328,wallflower,1062,553
n11883628,prairie rocket,33,3
n11883945,scurvy grass,167,32
n11884384,sea kale,388,74
n11884967,tansy mustard,94,9
n11885856,draba,476,72
n11887119,wallflower,1013,693
n11887310,prairie rocket,79,5
n11887476,Siberian wall flower,143,42
n11887750,western wall flower,397,101
n11888061,wormseed mustard,106,9
n11888424,heliophila,78,10
n11888800,damask violet,1037,479
n11889205,tansy-leaved rocket,94,1
n11889619,candytuft,832,363
n11890022,woad,277,33
n11890150,dyer's woad,750,77
n11890884,bladderpod,357,100
n11891175,sweet alyssum,1134,405
n11892029,Malcolm stock,1117,654
n11892181,Virginian stock,249,44
n11892637,stock,1212,834
n11892817,brompton stock,913,58
n11893640,bladderpod,503,112
n11893916,chamois cress,73,4
n11894327,radish plant,1224,886
n11894558,jointed charlock,713,95
n11894770,radish,1405,993
n11895092,radish,1037,570
n11895472,marsh cress,230,6
n11895714,great yellowcress,8,2
n11896141,schizopetalon,1,0
n11896722,field mustard,1254,741
n11897116,hedge mustard,518,97
n11897466,desert plume,166,52
n11898639,pennycress,175,5
n11898775,field pennycress,756,65
n11899223,fringepod,15,7
n11899762,bladderpod,102,28
n11899921,wasabi,50,37
n11900569,poppy,1224,749
n11901294,Iceland poppy,1122,821
n11901452,western poppy,351,81
n11901597,prickly poppy,821,397
n11901759,Iceland poppy,1062,612
n11901977,oriental poppy,1206,908
n11902200,corn poppy,1306,932
n11902389,opium poppy,1118,642
n11902709,prickly poppy,1095,406
n11902982,Mexican poppy,629,309
n11903333,bocconia,72,6
n11903671,celandine,1019,685
n11904109,corydalis,1182,594
n11904274,climbing corydalis,31,0
n11905392,California poppy,1211,920
n11905749,horn poppy,967,276
n11906127,golden cup,303,82
n11906514,plume poppy,95,25
n11906917,blue poppy,1108,803
n11907100,Welsh poppy,740,485
n11907405,creamcups,190,67
n11907689,matilija poppy,1092,457
n11908549,wind poppy,1073,749
n11908846,celandine poppy,836,354
n11909864,climbing fumitory,96,3
n11910271,bleeding heart,1552,1468
n11910460,Dutchman's breeches,1171,394
n11910666,squirrel corn,382,108
n11915214,composite,1314,757
n11915658,compass plant,502,154
n11915899,everlasting,1078,687
n11916467,achillea,988,486
n11916696,yarrow,1238,1111
n11917407,pink-and-white everlasting,331,41
n11917835,white snakeroot,402,61
n11918286,ageratum,1035,361
n11918473,common ageratum,1252,182
n11918808,sweet sultan,137,17
n11919447,ragweed,465,176
n11919761,common ragweed,410,9
n11919975,great ragweed,453,4
n11920133,western ragweed,485,11
n11920498,ammobium,63,4
n11920663,winged everlasting,49,2
n11920998,pellitory,111,3
n11921395,pearly everlasting,920,358
n11921792,andryala,111,11
n11922661,plantain-leaved pussytoes,6,1
n11922755,field pussytoes,40,8
n11922839,solitary pussytoes,6,0
n11922926,mountain everlasting,143,27
n11923174,mayweed,980,332
n11923397,yellow chamomile,772,174
n11923637,corn chamomile,837,158
n11924014,woolly daisy,208,27
n11924445,burdock,778,402
n11924849,great burdock,1037,135
n11925303,African daisy,1145,1071
n11925450,blue-eyed African daisy,278,79
n11925898,marguerite,1573,899
n11926365,silversword,1281,890
n11926833,arnica,1233,680
n11926976,heartleaf arnica,307,57
n11927215,Arnica montana,1438,980
n11927740,lamb succory,24,8
n11928352,artemisia,1214,467
n11928858,mugwort,547,129
n11929743,sweet wormwood,534,21
n11930038,field wormwood,284,30
n11930203,tarragon,30,3
n11930353,sand sage,368,17
n11930571,wormwood sage,263,12
n11930788,western mugwort,423,51
n11930994,Roman wormwood,80,0
n11931135,bud brush,194,19
n11931540,common mugwort,1225,158
n11931918,aster,1253,1146
n11932745,wood aster,197,46
n11932927,whorled aster,116,2
n11933099,heath aster,288,42
n11933257,heart-leaved aster,320,12
n11933387,white wood aster,396,51
n11933546,bushy aster,1000,74
n11933728,heath aster,593,114
n11933903,white prairie aster,108,17
n11934041,stiff aster,340,6
n11934239,goldilocks,370,39
n11934463,large-leaved aster,79,7
n11934616,New England aster,1144,380
n11934807,Michaelmas daisy,1308,521
n11935027,upland white aster,157,5
n11935187,Short's aster,171,9
n11935330,sea aster,475,72
n11935469,prairie aster,606,143
n11935627,annual salt-marsh aster,42,0
n11935715,aromatic aster,313,37
n11935794,arrow leaved aster,91,9
n11935877,azure aster,151,2
n11935953,bog aster,381,18
n11936027,crooked-stemmed aster,29,1
n11936113,Eastern silvery aster,132,4
n11936199,flat-topped white aster,218,15
n11936287,late purple aster,57,7
n11936369,panicled aster,178,4
n11936448,perennial salt marsh aster,10,0
n11936539,purple-stemmed aster,62,9
n11936624,rough-leaved aster,28,3
n11936707,rush aster,151,8
n11936782,Schreiber's aster,9,0
n11936864,small white aster,197,59
n11936946,smooth aster,364,54
n11937023,southern aster,341,59
n11937102,starved aster,307,54
n11937195,tradescant's aster,11,0
n11937278,wavy-leaved aster,1,0
n11937360,Western silvery aster,46,3
n11937446,willow aster,286,14
n11937692,ayapana,7,0
n11938556,mule fat,74,10
n11939180,balsamroot,1483,681
n11939491,daisy,1630,1439
n11939699,common daisy,1206,691
n11940006,bur marigold,807,88
n11940349,Spanish needles,202,71
n11940599,tickseed sunflower,610,56
n11940750,European beggar-ticks,178,18
n11941094,slender knapweed,60,3
n11941478,false chamomile,58,1
n11941924,Swan River daisy,1065,142
n11942659,woodland oxeye,232,58
n11943133,Indian plantain,78,11
n11943407,calendula,1197,880
n11943660,common marigold,1403,906
n11943992,China aster,725,64
n11944196,thistle,1351,1217
n11944751,welted thistle,237,12
n11944954,musk thistle,1223,638
n11945367,carline thistle,478,122
n11945514,stemless carline thistle,1219,263
n11945783,common carline thistle,709,130
n11946051,safflower,356,104
n11946313,safflower seed,121,12
n11946727,catananche,741,87
n11946918,blue succory,473,105
n11947251,centaury,20,4
n11947629,dusty miller,837,326
n11947802,cornflower,1000,696
n11948044,star-thistle,119,40
n11948264,knapweed,1239,681
n11948469,sweet sultan,32,1
n11948864,great knapweed,841,245
n11949015,Barnaby's thistle,596,85
n11949402,chamomile,907,589
n11949857,chaenactis,96,36
n11950345,chrysanthemum,1312,1271
n11950686,corn marigold,864,138
n11950877,crown daisy,894,359
n11951052,chop-suey greens,180,119
n11951511,golden aster,450,98
n11951820,Maryland golden aster,104,15
n11952346,goldenbush,118,3
n11952541,rabbit brush,487,158
n11953038,chicory,1534,834
n11953339,endive,125,11
n11953610,chicory,1742,1428
n11953884,plume thistle,594,403
n11954161,Canada thistle,1377,653
n11954345,field thistle,1267,757
n11954484,woolly thistle,220,8
n11954642,European woolly thistle,729,152
n11954798,melancholy thistle,247,15
n11955040,brook thistle,201,19
n11955153,bull thistle,1334,618
n11955532,blessed thistle,327,10
n11955896,mistflower,1197,594
n11956348,horseweed,1342,989
n11956850,coreopsis,1465,1089
n11957317,giant coreopsis,287,53
n11957514,sea dahlia,111,4
n11957678,calliopsis,608,131
n11958080,cosmos,1329,1299
n11958499,brass buttons,202,59
n11958888,billy buttons,59,34
n11959259,hawk's-beard,410,109
n11959632,artichoke,1262,729
n11959862,cardoon,1308,958
n11960245,dahlia,1303,1264
n11960673,German ivy,208,3
n11961100,florist's chrysanthemum,1235,680
n11961446,cape marigold,618,195
n11961871,leopard's-bane,463,149
n11962272,coneflower,1235,1169
n11962667,globe thistle,1225,697
n11962994,elephant's-foot,3,0
n11963572,tassel flower,31,5
n11963932,brittlebush,1214,383
n11964446,sunray,95,11
n11964848,engelmannia,133,10
n11965218,fireweed,1532,1145
n11965627,fleabane,1286,728
n11965962,blue fleabane,97,23
n11966083,daisy fleabane,1394,632
n11966215,orange daisy,1257,1152
n11966385,spreading fleabane,228,20
n11966617,seaside daisy,589,202
n11966896,Philadelphia fleabane,594,128
n11967142,robin's plantain,108,21
n11967315,showy daisy,241,23
n11967744,woolly sunflower,387,56
n11967878,golden yarrow,397,84
n11968519,dog fennel,204,37
n11968704,Joe-Pye weed,1247,386
n11968931,boneset,836,117
n11969166,Joe-Pye weed,883,173
n11969607,blue daisy,937,663
n11969806,kingfisher daisy,19,5
n11970101,cotton rose,120,9
n11970298,herba impia,81,0
